Church,District Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bvumbura,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chapwanya,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemunhanzva,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chigavakava,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chigora,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikomba,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipisa,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chivhu,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chivhu Central City,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Govere,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highview,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokonya,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madamombe,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahusvu,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manyene,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maranatha,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marondamashanu,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masasa- Chivhu West,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mboe,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meyer,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mwerahari,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nharira,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwood,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyazvidzi,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pimbi,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Range,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutendo,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shingirirai,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topera,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsaurai,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unyetu,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zheke,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhenje,Chivhu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City West,City North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornerstone,City North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depot,City North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parirenyatwa Sda Church,City North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damafalls East,Damofalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damafalls Main,Damofalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damofalls West,Damofalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Fountain,Damofalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastview Phase 19,Damofalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastview Phase 20,Damofalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairview,Damofalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastopol,Damofalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springvale,Damofalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarisa Park,Damofalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bethel Phase 10,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastdale Central,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastdale East,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastdale Main,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastdale Multicultural,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastdale North,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastdale South,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastdale Sunshine,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastdale West,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Creek ( Eastdale Phase 6),Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Heights,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesis,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missionary,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Camel,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount View Phase 14,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Horerb,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Creek,Eastview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chisipite,Glenara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harare City East,Glenara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newlands,Glenara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chishawasha,Glenara East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandara,Glenara East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandara North,Glenara East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawasha,Glenara East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastlea,Glenara South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastlea North,Glenara South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greendale,Glenara South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letombo,Glenara South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manressa,Glenara South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodesville,Glenara South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcturus,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiweshe,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goromonzi,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goromonzi East,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goromonzi North,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goromonzi South,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goromonzi West,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamhiripiri,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manor,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melfort,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mwanza,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norah,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rusike Central,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rusike East,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rusike-goromonzi,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selair,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surrey,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valley Hill,Goromonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harare Main,Harare Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magaba,Harare Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbare,Harare Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National East,Harare Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Main,Harare Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National South,Harare Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunningdale 2 West,Harare Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunningdale Main,Harare Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harare City Centre,Harare City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Railway,Harare City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amsterdam,Harare South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackfordby,Harare South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopley,Harare South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopley East,Harare South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopley South,Harare South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunyani Highview,Harare South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southlea Park Central,Harare South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southlea Park Main,Harare South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southlea Park West,Harare South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southridge,Harare South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tariro South,Harare South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batanai,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bimha,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bingaguru,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bota,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chendambuya,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chidhindo,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikore,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinyudze,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirarangwe,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiropa,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chitachenyasha,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fishers,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gandanzara,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hangaiwa,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headlands,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headlands - Fairvield,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headlands - Masokosa,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headlands - Pfumoiguru,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headlands - Tazvinzwa,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headlands - Yorkshire,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magaragada,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maparura,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maturikidze,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mawaya,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayo,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazambaraedenga,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mubvakure,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mugadza,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutiwegora,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutunguru,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nheta,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyahove,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyamazira,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyamukamani,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyamusosa,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyautedzi,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyawaro,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivia,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runyange,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangodema,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherenje,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timbermills,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsikada,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Village 16,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Village 4,Headlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highlands,Highlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Miles,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arda Transal,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipendeka,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fern Valley,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gutaurare,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himalayas,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hope Of Saints,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karuza,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piki,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocksite,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakubva Main,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakubva South,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Valley,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimunya,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimunya East,Hilside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaperuka,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chisuko,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daughters Of Zion Church,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dumba - Mutasa,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHPL,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gatsi,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hauna,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hauna East,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honde River,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makwara,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapokana,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapokano,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muterere,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ngarura,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pachije,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pimai,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sagambe,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samanga,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samaringa,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zindi,Honde Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bethel I,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chigwamba,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipinda (murewa Krall),Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chitate,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damsite,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dombwe,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gomba,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gore,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokodzi,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jekwa,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joppa,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadenge,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadyamadare,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magaya,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makaravatwe,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mukurazhizha,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munamba,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutotozi,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyaguyi,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Central-murehwa,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cross,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterloo,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zororo,Juru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berzeley Bridge,Karirwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwizi,Karirwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karirwi,Karirwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karirwi High School,Karirwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabvengwa,Karirwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mushunje,Karirwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndikudze,Karirwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burney,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chagwe,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipesa,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creglee,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damview,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhirihori,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dulstone,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engas,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igava,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanjiva,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macheke,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macheke Central,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macheke West,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masomera,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muchakata,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mupazviriho,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mushangwe,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nhowe,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Block,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tafadzwa,Macheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikurubi,Mafara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circle Cement,Mafara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabvuku,Mafara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabvuku North,Mafara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabvuku South,Mafara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Mabvuku,Mafara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Support Unit,Mafara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tafara Central,Mafara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tafara Main,Mafara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiedza,Makoni Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinungu,Makoni Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dumbamwe,Makoni Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ephesus,Makoni Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabvazuva,Makoni Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magamba- Makoni Central,Makoni Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magunda,Makoni Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manda,Makoni Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangunda,Makoni Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyahukwe,Makoni Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rusape City Centre,Makoni Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silverbow,Makoni Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Faith,Makoni Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodlands- Makoni Central,Makoni Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chikunguru,Makoni East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chimbike,Makoni East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinyama,Makoni East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chirimutsitu,Makoni East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwasira,Makoni East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwidza,Makoni East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwindingwi,Makoni East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Majakwara,Makoni East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mugwambi,Makoni East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
